wkt_geom,Site code,Site name,Source,Date,Longitude,Latitude,Latnoneg,Number of,Number o_1,SIGNALT Sc,SIGNALT _1,WKT,East,North,Year
Point (377146.99599999998463318 5410910),ARTH44,Waratah River at Waratah,"Department of Primary Industries, Parks, Water and Environment",18/10/2005,145.529337,-41.44399195,41.44399195,18,21,4,5.2,POINT (145.529337 -41.44399195),377146.996,5410910,2005
Point (377146.99599999998463318 5410910),ARTH44,Waratah River at Waratah,"Department of Primary Industries, Parks, Water and Environment",28/03/2006,145.529337,-41.44399195,41.44399195,1,24,4.2,4.8,POINT (145.529337 -41.44399195),377146.996,5410910,2006
Point (377146.99599999998463318 5410910),ARTH44,Waratah River at Waratah,"Department of Primary Industries, Parks, Water and Environment",8/11/2004,145.529337,-41.44399195,41.44399195,6,19,5.2,5.3,POINT (145.529337 -41.44399195),377146.996,5410910,2004
Point (377146.99599999998463318 5410910),ARTH44,Waratah River at Waratah,"Department of Primary Industries, Parks, Water and Environment",9/10/2007,145.529337,-41.44399195,41.44399195,4,17,4.7,5.5,POINT (145.529337 -41.44399195),377146.996,5410910,2007
Point (375209.99900000001071021 5418131),ARTH45,Arthur River Rubber Road Bridge,"Department of Primary Industries, Parks, Water and Environment",17/10/2006,145.507646,-41.37867152,41.37867152,0,12,3.8,5.6,POINT (145.507646 -41.37867152),375209.999,5418131,2006
Point (375209.99900000001071021 5418131),ARTH45,Arthur River Rubber Road Bridge,"Department of Primary Industries, Parks, Water and Environment",18/10/2005,145.507646,-41.37867152,41.37867152,0,8,4.9,6,POINT (145.507646 -41.37867152),375209.999,5418131,2005
Point (375209.99900000001071021 5418131),ARTH45,Arthur River Rubber Road Bridge,"Department of Primary Industries, Parks, Water and Environment",28/03/2006,145.507646,-41.37867152,41.37867152,0,5,5.2,4.9,POINT (145.507646 -41.37867152),375209.999,5418131,2006
Point (375209.99900000001071021 5418131),ARTH45,Arthur River Rubber Road Bridge,"Department of Primary Industries, Parks, Water and Environment",5/04/2005,145.507646,-41.37867152,41.37867152,1,15,4.8,5.8,POINT (145.507646 -41.37867152),375209.999,5418131,2005
Point (375209.99900000001071021 5418131),ARTH45,Arthur River Rubber Road Bridge,"Department of Primary Industries, Parks, Water and Environment",8/11/2004,145.507646,-41.37867152,41.37867152,2,12,4.8,5.8,POINT (145.507646 -41.37867152),375209.999,5418131,2004
Point (375209.99900000001071021 5418131),ARTH45,Arthur River Rubber Road Bridge,"Department of Primary Industries, Parks, Water and Environment",9/10/2007,145.507646,-41.37867152,41.37867152,2,5,5.2,6.3,POINT (145.507646 -41.37867152),375209.999,5418131,2007
Point (321872.99300000001676381 5438546),ARTH46,Frankland River at Blackwater Road,"Department of Primary Industries, Parks, Water and Environment",4/03/2014,144.8761205,-41.18486787,41.18486787,95,27,4.7,6,POINT (144.8761205 -41.18486787),321872.993,5438546,2014
Point (321872.99300000001676381 5438546),ARTH46,Frankland River at Blackwater Road,"Department of Primary Industries, Parks, Water and Environment",4/11/2004,144.8761205,-41.18486787,41.18486787,46,21,5.4,5.4,POINT (144.8761205 -41.18486787),321872.993,5438546,2004
Point (375751.99800000002142042 5415658),ARTH47,Arthur River above Waratah River Junction,"Department of Primary Industries, Parks, Water and Environment",8/10/2007,145.5136184,-41.40102374,41.40102374,0,10,5.8,7.7,POINT (145.5136184 -41.40102374),375751.998,5415658,2007
Point (375895.99900000001071021 5415711),ARTH48,Arthur River below Waratah River Junction,"Department of Primary Industries, Parks, Water and Environment",8/10/2007,145.5153514,-41.40056874,41.40056874,0,3,8.3,8.3,POINT (145.5153514 -41.40056874),375895.999,5415711,2007
Point (375246.99900000001071021 5422707),ARTH49,Arthur River at Flannel Road,"Department of Primary Industries, Parks, Water and Environment",10/10/2007,145.5090292,-41.33747212,41.33747212,1,7,7.1,7.4,POINT (145.5090292 -41.33747212),375246.999,5422707,2007
Point (370478.99900000001071021 5410854),ARTH50,Magnet Creeh downstream of south adit,"Department of Primary Industries, Parks, Water and Environment",27/11/2013,145.4495303,-41.44344822,41.44344822,28,22,5,6.3,POINT (145.4495303 -41.44344822),370478.999,5410854,2013
Point (370647.99499999999534339 5411187),ARTH51,Magnet Creek downstream mill at crossing,"Department of Primary Industries, Parks, Water and Environment",27/11/2013,145.4516239,-41.44047705,41.44047705,16,24,5.4,7.3,POINT (145.4516239 -41.44047705),370647.995,5411187,2013
Point (371718.99499999999534339 5411504.00100000016391277),ARTH52,Magnet Creek upstream of School Creek,"Department of Primary Industries, Parks, Water and Environment",27/11/2013,145.4645069,-41.43779449,41.43779449,0,21,5.9,7.1,POINT (145.4645069 -41.43779449),371718.995,5411504.001,2013
Point (327562.99599999998463318 5447629),ARTH54,Arthur River at Jaegers Oxbow,"Department of Primary Industries, Parks, Water and Environment",5/03/2014,144.9464757,-41.10433171,41.10433171,1893,41,4.2,5.7,POINT (144.9464757 -41.10433171),327562.996,5447629,2014
Point (316830.99499999999534339 5453502),ARTH56,Salmon River at Warra Road,"Department of Primary Industries, Parks, Water and Environment",4/03/2014,144.8205037,-41.04911722,41.04911722,190,29,5.1,6,POINT (144.8205037 -41.04911722),316830.995,5453502,2014
Point (369045.99699999997392297 5440853),ARTH57,Arthur River upstream Keith River,"Department of Primary Industries, Parks, Water and Environment",3/03/2014,145.4388406,-41.17309305,41.17309305,86,30,4.6,6.3,POINT (145.4388406 -41.17309305),369045.997,5440853,2014
Point (360357.9940000000060536 5430253),ARTH58,Rapid River at Pipeline Road,"Department of Primary Industries, Parks, Water and Environment",29/01/2015,145.3328852,-41.26708611,41.26708611,59,27,5.4,6.6,POINT (145.3328852 -41.26708611),360357.994,5430253,2015
Point (355788.99800000002142042 5476125),BLAC01,Black River at Boyndey Rd,"Department of Primary Industries, Parks, Water and Environment",4/12/2014,145.2891014,-40.8532476,40.8532476,34,16,4.8,6.1,POINT (145.2891014 -40.8532476),355788.998,5476125,2014
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",10/10/2001,145.2954036,-40.90031687,40.90031687,32,30,4.1,6,POINT (145.2954036 -40.90031687),356421.999,5470910,2001
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",11/04/2001,145.2954036,-40.90031687,40.90031687,62,36,4.4,5.8,POINT (145.2954036 -40.90031687),356421.999,5470910,2001
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",11/10/2000,145.2954036,-40.90031687,40.90031687,65,28,4.3,5.7,POINT (145.2954036 -40.90031687),356421.999,5470910,2000
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",12/03/2010,145.2954036,-40.90031687,40.90031687,51,21,4.4,6.1,POINT (145.2954036 -40.90031687),356421.999,5470910,2010
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",12/05/2005,145.2954036,-40.90031687,40.90031687,10,20,5.7,6,POINT (145.2954036 -40.90031687),356421.999,5470910,2005
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",13/03/2009,145.2954036,-40.90031687,40.90031687,27,22,4,5.8,POINT (145.2954036 -40.90031687),356421.999,5470910,2009
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",13/04/1999,145.2954036,-40.90031687,40.90031687,46,28,4.5,6.1,POINT (145.2954036 -40.90031687),356421.999,5470910,1999
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",13/04/2016,145.2954036,-40.90031687,40.90031687,60,23,4.5,5.8,POINT (145.2954036 -40.90031687),356421.999,5470910,2016
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",14/03/1996,145.2954036,-40.90031687,40.90031687,124,30,4.8,6.2,POINT (145.2954036 -40.90031687),356421.999,5470910,1996
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",15/03/1995,145.2954036,-40.90031687,40.90031687,70,30,4.7,6,POINT (145.2954036 -40.90031687),356421.999,5470910,1995
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",15/10/2008,145.2954036,-40.90031687,40.90031687,8,21,4.5,6.1,POINT (145.2954036 -40.90031687),356421.999,5470910,2008
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",17/03/2006,145.2954036,-40.90031687,40.90031687,0,19,5.1,6.2,POINT (145.2954036 -40.90031687),356421.999,5470910,2006
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",18/03/2004,145.2954036,-40.90031687,40.90031687,101,32,4.8,5.7,POINT (145.2954036 -40.90031687),356421.999,5470910,2004
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",19/03/2008,145.2954036,-40.90031687,40.90031687,33,21,4.7,6.3,POINT (145.2954036 -40.90031687),356421.999,5470910,2008
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",19/10/1999,145.2954036,-40.90031687,40.90031687,60,29,4.3,5.8,POINT (145.2954036 -40.90031687),356421.999,5470910,1999
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",19/10/2005,145.2954036,-40.90031687,40.90031687,51,16,4.4,6.2,POINT (145.2954036 -40.90031687),356421.999,5470910,2005
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",20/11/1994,145.2954036,-40.90031687,40.90031687,61,25,4.6,6.5,POINT (145.2954036 -40.90031687),356421.999,5470910,1994
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",21/03/2017,145.2954036,-40.90031687,40.90031687,92,20,5.3,6.1,POINT (145.2954036 -40.90031687),356421.999,5470910,2017
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",21/09/2006,145.2954036,-40.90031687,40.90031687,73,33,4.8,6.2,POINT (145.2954036 -40.90031687),356421.999,5470910,2006
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",21/10/2006,145.2954036,-40.90031687,40.90031687,64,20,4.8,6.1,POINT (145.2954036 -40.90031687),356421.999,5470910,2006
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",22/09/2005,145.2954036,-40.90031687,40.90031687,32,31,4.4,5.9,POINT (145.2954036 -40.90031687),356421.999,5470910,2005
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",23/03/2007,145.2954036,-40.90031687,40.90031687,31,31,4.6,5.9,POINT (145.2954036 -40.90031687),356421.999,5470910,2007
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",25/10/2004,145.2954036,-40.90031687,40.90031687,26,17,5.2,5.9,POINT (145.2954036 -40.90031687),356421.999,5470910,2004
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",27/10/2004,145.2954036,-40.90031687,40.90031687,73,32,4.3,5.9,POINT (145.2954036 -40.90031687),356421.999,5470910,2004
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",28/03/2000,145.2954036,-40.90031687,40.90031687,67,36,4.4,5.6,POINT (145.2954036 -40.90031687),356421.999,5470910,2000
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",28/10/2003,145.2954036,-40.90031687,40.90031687,69,33,4.3,6,POINT (145.2954036 -40.90031687),356421.999,5470910,2003
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",29/03/2006,145.2954036,-40.90031687,40.90031687,65,32,5.1,6.2,POINT (145.2954036 -40.90031687),356421.999,5470910,2006
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",29/03/2012,145.2954036,-40.90031687,40.90031687,88,23,4.3,5.9,POINT (145.2954036 -40.90031687),356421.999,5470910,2012
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",29/10/2015,145.2954036,-40.90031687,40.90031687,51,22,4.5,6.3,POINT (145.2954036 -40.90031687),356421.999,5470910,2015
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",3/12/2014,145.2954036,-40.90031687,40.90031687,54,20,4.6,5.7,POINT (145.2954036 -40.90031687),356421.999,5470910,2014
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",30/04/2002,145.2954036,-40.90031687,40.90031687,80,30,4.2,5.8,POINT (145.2954036 -40.90031687),356421.999,5470910,2002
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",30/04/2003,145.2954036,-40.90031687,40.90031687,40,34,4.8,6.1,POINT (145.2954036 -40.90031687),356421.999,5470910,2003
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",30/09/1997,145.2954036,-40.90031687,40.90031687,98,25,4.6,6.4,POINT (145.2954036 -40.90031687),356421.999,5470910,1997
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",4/10/1995,145.2954036,-40.90031687,40.90031687,85,28,4.6,6.3,POINT (145.2954036 -40.90031687),356421.999,5470910,1995
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",4/11/2009,145.2954036,-40.90031687,40.90031687,31,14,4.4,5.8,POINT (145.2954036 -40.90031687),356421.999,5470910,2009
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",5/03/2014,145.2954036,-40.90031687,40.90031687,34,25,4.6,5.9,POINT (145.2954036 -40.90031687),356421.999,5470910,2014
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",5/09/2007,145.2954036,-40.90031687,40.90031687,8,18,5.9,6.5,POINT (145.2954036 -40.90031687),356421.999,5470910,2007
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",5/11/2002,145.2954036,-40.90031687,40.90031687,51,27,4.5,6.2,POINT (145.2954036 -40.90031687),356421.999,5470910,2002
Point (356421.99900000001071021 5470910),BLAC02,Black River at Spion Kop Road,"Department of Primary Industries, Parks, Water and Environment",6/10/2011,145.2954036,-40.90031687,40.90031687,85,19,3.6,5.9,POINT (145.2954036 -40.90031687),356421.999,5470910,2011
